,file_path,sentence,section,labels, entities,position_start,position_end,abbreviations,abbreviations_longform,abbreviation_start,abbreviation_end
553,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\1_p.xml,"When examining the number of detected total tumor cells per ROI, the comparisons of ImageScope and Aiforia against the reference standard revealed moderate and excellent agreement, respectively, with ICC = 0.62 (95% CI, 0.44–0.75) and p-value = 0.0003 (paired Wilcoxon signed rank test) and ICC = 0.91 (95% CI, 0.86–0.94) and p-value = 0.0425 (paired Wilcoxon signed rank test) (Fig.",RES,"ImageScope, Aiforia, Wilcoxon, CI, Wilcoxon, Fig","ORG, PERSON, PERSON, ORG, PERSON, PERSON","84, 99, 260, 307, 351, 379","94, 106, 268, 309, 359, 382",,,,
555,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\1_p.xml,"Out of the 80 ROIs, Aiforia over-counted the total number of tumor cells in 65% (52/80) and under-counted in 35% (28/80), whereas ImageScope over-counted in 70% (56/80) and under-counted in 30% (24/80) (Supplementary Table S3 for detailed counts of tumor cells).",RES,"Aiforia, ImageScope","PERSON, ORG","20, 130","27, 140",,,,
556,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\1_p.xml,"While the agreement between Aiforia and the reference standard did not reach the same level as that observed in the intra-observer experiment (ICC = 0.98, 95% CI, 0.97–0.99.",RES,Aiforia,PERSON,28,35,,,,
558,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\1_p.xml,"S1 ), the results still indicated that Aiforia performed significantly better than ImageScope did.",RES,"Aiforia, ImageScope","PERSON, ORG","39, 83","46, 93",,,,
559,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\2_p.xml,  Fig.,RES,Fig,PERSON,2,5,,,,
561,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\2_p.xml,"( a ) Scatterplot and fitted regression lines comparing the total number of detected tumor cells between the reference standard (x-axis) and the image analysis tools (y-axis, ImageScope: blue, Aiforia: red).",RES,"Scatterplot, Aiforia: red","ORG, PERSON","6, 193","17, 205",,,,
566,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\2_p.xml,"( b ) Strip chart comparing a set of performance metrics (false discovery rate (FDR), Precision, Recall, F-score) between the two image analysis tools.",RES,FDR,PERSON,80,83,,,,
568,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\2_p.xml,P -values represent the result of paired Wilcoxon signed rank tests.,RES,Wilcoxon,PERSON,41,49,,,,
571,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\2_p.xml,"( d – e ) Visualizing total tumor cell detection by the reference standard (black squares) and ImageScope (in  d , blue circles), and Aiforia (in e, red circles).",RES,"ImageScope, Aiforia","ORG, PERSON","95, 134","105, 141",,,,
574,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\3_p.xml,"Subsequently, we investigated the concordance between image analysis-based tumor cell detection and the reference standard at the level of individual cells, using the four performance metrics (FDR, precision, recall, and F-score).",RES,FDR,PERSON,193,196,,,,
575,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\3_p.xml,All four metrics were significantly better for Aiforia as compared to ImageScope (Fig.,RES,"Aiforia, ImageScope","PERSON, ORG","47, 70","54, 80",,,,
576,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\3_p.xml,"3 b, Supplementary Table S3).",RES,Supplementary Table S3,ORG,5,27,,,,
577,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\4_p.xml,"A visual inspection of the prediction results in the ROIs confirmed that ImageScope often misclassified many cells as tumor cells, resulting in FP detection (Fig.",RES,"ImageScope, FP, Fig","ORG, ORG, PERSON","73, 144, 158","83, 146, 161",,,,
579,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\4_p.xml,"Additionally, ImageScope sometimes misidentified overlapping tumor cells as one large cell, leading to FN detection (Supplementary Fig.",RES,ImageScope,ORG,14,24,,,,
580,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\4_p.xml,"S2 , Supplementary Table S3 for detailed counts of tumor cells).",RES,Supplementary Table S3,ORG,5,27,,,,
581,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\4_p.xml,"In some cases, the Aiforia algorithm appeared slightly conservative, causing it to miss some true tumor cells, resulting in FN detection (Fig.",RES,Fig,PERSON,138,141,,,,
583,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\1_detection_of_tumor_cells\5_p.xml,"In summary, when evaluated for all tumor cells, Aiforia (FDR = 0.13, precision = 0.87, recall = 0.90, F-score = 0.90) presented substantially better agreement with the reference standard as compared to ImageScope (FDR = 0.30, precision = 0.70, recall = 0.79, F-score = 0.74).",RES,"Aiforia, FDR, ImageScope, FDR","PERSON, PERSON, ORG, PERSON","48, 57, 202, 214","55, 60, 212, 217",,,,
585,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\1_p.xml,"The agreement of ImageScope and Aiforia with the reference standard was poor and moderate, respectively, with ICC = 0.24 (95% CI, 0.005–0.44) and ICC = 0.70 (95% CI, 0.46–0.82).",RES,"ImageScope, Aiforia, CI, CI","ORG, PERSON, ORG, ORG","17, 32, 126, 162","27, 39, 128, 164",,,,
586,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\1_p.xml,"Out of the 80 ROIs, Aiforia over-counted the number of Ki67 positive tumor cells in 51% (41/80), under-counted in 6% (5/80), and got matching results in 43% (34/80), whereas ImageScope over-counted in 70% (56/80) and obtained matching results with the reference standard in 30% (24/80) of the ROIs (Supplementary Table S4).",RES,"Aiforia, ImageScope","PERSON, ORG","20, 174","27, 184",,,,
587,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\2_p.xml,"Compared with both the reference standard and Aiforia, ImageScope generally classified almost all positively Ki67-stained cells as Ki67 positive tumor cells, resulting in a higher count.",RES,"Aiforia, ImageScope","PERSON, ORG","46, 55","53, 65",,,,
588,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\2_p.xml,"While Aiforia exhibited a slightly more conservative approach than ImageScope in detecting positively Ki67-stained tumor cells, it still counted more compared to the reference standard (Fig.",RES,"Aiforia, ImageScope, Fig","PERSON, ORG, PERSON","6, 67, 186","13, 77, 189",,,,
591,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\2_p.xml,"While Aiforia generally showed better values in three out of the four measures (FDR, precision, and F-score), the differences in performance between Aiforia and ImageScope were not statistically significant (Fig.",RES,"Aiforia, FDR, ImageScope, Fig","PERSON, PERSON, ORG, PERSON","6, 80, 161, 208","13, 83, 171, 211",,,,
593,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\3_p.xml,  Fig.,RES,Fig,PERSON,2,5,,,,
595,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\3_p.xml,"( a ) Scatterplot showing the distribution of the detected Ki67 positive tumor cells by the reference standard (black squares), ImageScope (blue circles), and Aiforia (red circles), each set of points (linked by a purple line) shows the result across the 10 cases, where an individual point indicates the sum of Ki67 positive tumor cell counts in the eight ROIs for the respective case.",RES,"ImageScope, Aiforia","ORG, PERSON","128, 159","138, 166",,,,
596,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\3_p.xml,"( b ) Strip chart comparing a set of performance metrics (false discovery rate (FDR), precision, recall, F-score) between the two image analysis tools.",RES,FDR,PERSON,80,83,,,,
597,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\3_p.xml,"Each pair of points (linked by a purple line) represents the sum of Ki67 positive tumor cell counts for one of the 10 cases with the respective tool (ImageScope: blue, Aiforia: red).",RES,Aiforia: red,PERSON,168,180,,,,
598,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\3_p.xml,P -values represent the results of paired Wilcoxon signed rank tests.,RES,Wilcoxon,PERSON,42,50,,,,
601,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\3_p.xml,"( d – e ) Visualization of Ki67 positive tumor cell detection by reference standard (black squares), ImageScope (in  d , with blue circles), and Aiforia (in  e , with red circles).",RES,"ImageScope, Aiforia","ORG, PERSON","101, 145","111, 152",,,,
604,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\4_p.xml,"Visual inspection revealed that ImageScope tended to split a cell into several smaller parts, which could be due to inhomogeneous staining throughout the cell (Fig.",RES,"ImageScope, Fig","ORG, PERSON","32, 160","42, 163",,,,
605,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\4_p.xml,"4 c, d and Supplementary Fig.",RES,Supplementary Fig,PERSON,11,28,,,,
607,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\4_p.xml,This splitting of cells was more noticeable in the positively Ki67-stained cells and contributed to the higher count of Ki67 positive tumor cells by ImageScope.,RES,ImageScope,ORG,149,159,,,,
608,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\5_p.xml,"Although Aiforia performed better than ImageScope, it still exhibited some errors.",RES,"Aiforia, ImageScope","PERSON, ORG","9, 39","16, 49",,,,
609,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\5_p.xml,It occasionally misclassified Ki67 positive interstitial (Fig.,RES,Fig,PERSON,58,61,,,,
610,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\5_p.xml,"4 c, e) and other Ki67 positive non-tumor cells as Ki67 positive tumor cells or detected faintly stained Ki67 positive tumor cells that were dismissed by the pathologist (SL), resulting in FP detections (Supplementary Fig.",RES,FP,ORG,189,191,,,,
612,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\2_detection_of_ki67_positive_tum\6_p.xml,"In summary, when evaluated for Ki67 positive tumor cells, Aiforia (FDR = 0.42, precision = 0.58, recall = 0.88, F-score = 0.70) demonstrated better agreement with the reference standard as compared to ImageScope (FDR = 0.61, precision = 0.39, recall = 0.98, F-score = 0.55).",RES,"Aiforia, FDR, ImageScope, FDR","PERSON, PERSON, ORG, PERSON","58, 67, 201, 213","65, 70, 211, 216",,,,
614,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\1_p.xml,"For the third step of the evaluation, we compared the Ki67 scores obtained from ImageScope and Aiforia with the reference standard.",RES,"ImageScope, Aiforia","ORG, PERSON","80, 95","90, 102",,,,
615,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\1_p.xml,"The agreement between ImageScope and the reference standard was poor, with an ICC = 0.45 (95% CI, 0.09–0.66).",RES,"ImageScope, CI","ORG, ORG","22, 94","32, 96",,,,
616,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\1_p.xml,"However, Aiforia showed superior agreement with an ICC = 0.86 (95% CI, 0.73–0.92).",RES,"Aiforia, CI","PERSON, ORG","9, 67","16, 69",,,,
617,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\1_p.xml,"Out of the 80 ROIs, Aiforia over-estimated the score in 59% (47/80; in some ROIs the image analysis tool counted the Ki67 positive non-tumor cells, or faintly stained tumor cells as Ki67 positive tumor cells), under-estimated in 21% (17/80; in some ROIs the image analysis tool counted more cells by including several non-tumor cells, while counting the same number of positive tumor cells), and provided concordant results in 20% (16/80; all 16 ROIs had no Ki67 positive cells).",RES,Aiforia,PERSON,20,27,,,,
619,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\1_p.xml,"Notably, that there was one change in grade (for case number 3) in our test dataset by non-ML analysis, compared with the reference standard.",RES,non-ML,ORG,87,93,,,,
620,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\1_p.xml,None of the cases analyzed by the ML method changed in grade (Supplementary Table S3 and S4 for individual scores of the cases).,RES,"ML, S4","ORG, PERSON","34, 89","36, 91",,,,
621,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\2_p.xml,"To visually compare the Ki67 scores between the image analysis tools and the reference standard, Bland-Altman plots were created.",RES,Bland-Altman,ORG,97,109,,,,
622,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\2_p.xml,The plots display the means of the scores on the x axis and the differences in the scores on the y axis for each of the 80 ROIs (Fig.,RES,Fig,PERSON,129,132,,,,
624,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\2_p.xml,S4).,RES,S4,PERSON,0,2,,,,
627,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\2_p.xml,"Aiforia has narrower limits of agreements, and its median line is closer to zero.",RES,Aiforia,PERSON,0,7,,,,
628,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\2_p.xml,"This finding suggests that when comparing the Ki67 scores with the reference standard, Aiforia demonstrated better agreement and reliability than ImageScope.",RES,"Aiforia, ImageScope","PERSON, ORG","87, 146","94, 156",,,,
629,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\3_p.xml,  Fig.,RES,Fig,PERSON,2,5,,,,
630,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\3_p.xml,5 Bland-Altman plot showing the agreement of Ki67 scores between the reference standard (RS) and ImageScope (IS) or Aiforia (AI).,RES,"Bland-Altman, ImageScope, Aiforia","ORG, ORG, PERSON","2, 97, 116","14, 107, 123",,,,
635,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\3_p.xml,"( a ) Agreement between the Ki67 score measured by the reference standard and ImageScope and ( b ) Aiforia for the 80 data points, representing the 80 ROIs in the test dataset.",RES,"ImageScope, Aiforia","ORG, PERSON","78, 99","88, 106",,,,
636,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\2_results\3_ki67_score\3_p.xml,"Aiforia has narrower limits of agreements, and its median line is closer to the zero line.",RES,Aiforia,PERSON,0,7,,,,
637,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\2_results\2_trends_of_publication\2_p.xml,"A total of 5,222 results were adopted from the WoS on ML in the context of diabetes (2010–2023).",RES,"WoS, ML","ORG, ORG","47, 54","50, 56",,,,
645,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\2_results\2_trends_of_publication\2_p.xml,Figure  1  shows the trend of published articles on ML in the context of diabetes (2010–2023).,RES,ML,ORG,52,54,,,,
